How to Lose Friends & Alienate People

REVERSE	A YOUNG BOY sits watching the film, his clothes and the room around him telling us this is England in the 1960s. He is staring raptly at the actress.
LAWRENCE MADDOX	Back in a minute. He walks off again. Sidney stares dumbly after him.
ALISON	I wanted to tell you. Lawrence has left his wife. We're going to be together. Officially. She watches for Sidney's reaction.
SIDNEY	Well...that's...that's brilliant.
ALISON	Yeah, so...maybe he does care after all, right?
SIDNEY	Yup. They stand in an awkward silence, watching the party.
LAWRENCE MADDOX	Hello Sidney. Someone said you'd come as a Count but I thought I'd misheard. Sidney doesn't answer, turns to leave.
SIDNEY	Yeah.
LAWRENCE MADDOX	Yeah. Should have done it long ago but, you know me - just not very good at expressing my emotions. Right? Oh Sidalee...I thought as much. Did you really think you and Alison...? Things really haven't worked out too well for you here, have they? Ah, well. You gave it your best shot. He walks out. Sidney stares after him, burning.
SIDNEY	Wait! Eleanor wait! The window glides down.
ELEANOR JOHNSON	Yes?
SIDNEY	Let me do the profile on Vincent.
ELEANOR JOHNSON	I don't think so. The window begins to slide up. Sidney hangs onto it.
SIDNEY	You get full copy approval. It'll be like you've written it! The window stops. Eleanor stares at him, considering. Sidney looks past her to Vincent.
SIDNEY	Vincent - think about it, think how humiliating it will be for me. I'm begging you. Vincent leans over, stares over his shades at Sidney.
VINCENT	(Beat, enjoying this) You don't look like you're begging. Beat. Sidney kneels down on the side-walk beside the limousine. The rain pours down on him. The limousine drives away. Sidney stares dumbly up at something across the street.
REVERSE	On the building across the street is an ENORMOUS ANIMATED BILLBOARD L'OREAL ADVERTISEMENT - SOPHIE MAES, in a gold ball-gown and make-up, hair coiffured in classic forties Hollywood style. As we watch she BLOWS US A KISS. Underneath is the slogan - I'm Here...
CLAYTON HARDING	Lawrence Maddox is no longer working for Sharps. Seems Elizabeth got sick of him screwing around and kicked him out.
SIDNEY	She kicked him out?
CLAYTON HARDING	Richard Heywood doesn't seem to like the idea of employing an ex- son-in-law. So he's gone. So's Alison Olsen. Sidney stares at him.
LAWRENCE MADDOX	(noticing the magazine) Well, well...little Sidalee. I feel like a proud Papa.
ALISON	Right. (Beat) How hot is she?
LAWRENCE MADDOX	Who?
ALISON	The new talent?
LAWRENCE MADDOX	Do you think you could drop the little wife routine? It's kind of in bad taste. Alison stares at him sadly
ALISON	I guess you're right.(Quietly) What goes around comes around. Maddox is about to say something but changes his mind.
LAWRENCE MADDOX	I'll see you back home. He is about to leave when he notices Alison's notebook on the table. And will you stop carrying that thing around with you? It's kind of embarrassing. He walks off.
ELEANOR JOHNSON	Sophie's going to get a Golden Globe nomination for best actress.
SIDNEY	Wow. That's fantastic.(Beat) But...the nominations haven't been announced yet?
ELEANOR JOHNSON	That is correct so we have absolutely no way of knowing whether or not she will be nominated. (Beat) So, if she is nominated we want Sharps to do a feature. Someone to cover the whole lead up, unrestricted access, the trajectory, the building of this unique brand.
SOPHIE MAES	I'm going to have a logo.
ELEANOR JOHNSON	Here's the deal. Sophie wants you to do it. Sidney stares at her and then at Sophie, stunned.
SOPHIE MAES	You can be my bitch.
ELEANOR JOHNSON	Merry Christmas, Sidney. This is a cover story. I think a little celebration is in order.
KEVIN BACON	Okay, uh...Clark Gable. Go!
SIDNEY	Clark Gable to Vivien Leigh (Gone With The Wind), Vivien Leigh to Marlon Brando (Street Car Named Desire), Marlon Brando to Robert DeNiro (The Score) Robert De Niro to Kevin Bacon (Sleepers)! The crowd cheers.
ACTRESS	Sexiest philosopher?
SIDNEY	Uh, tricky, but I'm gonna say Nietzsche. Huge moustache. The Tom Selleck of Nihilism.
ACTRESS	Um...most evil philosopher.
SIDNEY	Okay. Good. Evil genius philosopher...Hobbes, proto-Nazi, Heidegger - actual Nazi, Hegel - twat. Basically your H's...
ACTRESS	Most Hollywood philosopher?
SIDNEY	Uh...Bishop Berkely.
ACTRESS	What'd he say?
SIDNEY	Esse est percipi.
FIRST ACTRESS	What does that mean?
SIDNEY	If they `aint looking at you, you don't really exist.
ACTRESS	Oh honey, tell me something I don't know... Sidney stoops and snorts a line of coke.
ALISON	Hey.
SIDNEY	Hey.
ALISON	Nice robe.
SIDNEY	Thanks. It was a gift. Ralph Lauren.
ALISON	Who from?
SIDNEY	Ralph Lauren. I did a piece. Beat. He still hasn't invited her in.
ALISON	I just wanted to say I heard about you getting the promotion. Congratulations. I'm happy for you.
SIDNEY	Thanks. How's things with you and...
ALISON	Good. Fine. Everything's ...uh...I'm working for this little literary magazine. It's not the New Yorker but... (awkward) So, I've left you a bunch of messages...
SIDNEY	Yeah. I've been pretty busy.
ALISON	I thought so.
ALISON	Okay, well...
SIDNEY	How's the novel coming along?
ALISON	Oh, well...still working on it.
SIDNEY	Well...keep at it. I believe in you.
SIDNEY	I never gave you these.
ALISON	You know...
WOMAN'S VOICE	Sidney?
INGRID	(a little wave) Hey, Alice.
SIDNEY	(half joking, half
MEANING IT)	How did it all go so wrong?
SOPHIE MAES	You didn't do it!
SIDNEY	High.
SOPHIE MAES	You let me down!
SIDNEY	Too high! You couldn't do it. Too high. Sophie calmly unzips her dress and steps out of it, standing in her underwear. There is applause from the on- lookers. Calmly she steps out of the window onto the ledge and disappears from sight. The on-lookers crane out of the window, yelling encouragement. After a moment Sophie appears at another window further along the wall and climbs back into the room to ecstatic applause. She stares imperiously at Sidney.
SOPHIE MAES	What are you?
SIDNEY	Your limpy pig.
SOPHIE MAES	What?
SIDNEY	I'm your limpy pig!
SOPHIE MAES	That's right! Okay, limpy pig. You need to pay a forfeit. Whatcha got?
SIDNEY	I've got my little limpy dance. Sidney dances a little, jiggling up and down.
SOPHIE MAES	Give me your ring. Sidney stops dancing, his smile fading a little.
SIDNEY	I...I can't...
SOPHIE MAES	Give me the ring. I want it.
SIDNEY	I can't. Sophie stares at him through narrowed eyes.
SOPHIE MAES	Okay, give me the ring and if I win tomorrow, I'll let you have sex with me. The on-lookers shriek with delight. Sidney stares at her. He looks past her to his reflection in the window - a drunk man in his underwear, swaying from side to side...
SIDNEY	(muttering to himself) You're a star. You're a big, bright shining star... He snorts a line and, leaning back, flicks blankly through TV channels - a sports programme, a news station, a sit-com re-run... He snorts another line, flicks stations - more sports, a music video, a black and white movie... Sidney stops, staring at the screen... TV SCREEN - we're watching the fifties British movie we saw at the beginning of the film. Sidney's MOTHER is typing at the desk in the background. She gets up from the desk and walks into another office. Sidney stares, frozen. Sidney's mother passes the LEAD ACTRESS who is staring out of the window, smoking. She stares at her sympathetically.
SIDNEY'S MOTHER	(Celia Johnson accent) Don't worry Mary...you'll meet him one day.
LEAD ACTRESS	How will I know when I do?
SIDNEY'S MOTHER	Oh, when you meet the One, you'll know... She walks on. Sidney stares at the screen.
LAWRENCE MADDOX	Well, well... Look at you...
SIDNEY	Is Alison here?
LAWRENCE MADDOX	Alison? No, we went our separate ways. Actually she left me. Tells me she's in love with someone else. Sidney stares at him.
SIDNEY	(taking her arm) I need my ring back. Sophie turns back to him, her smile fixed.
SIDNEY	I need my ring back. As if puzzled by her inability to make it to the stage, Sophie, still smiling, tries to pull her arm free. Eleanor is instantly beside them, trying to disengage Sidney's hand.
ELEANOR JOHNSON	(smiling, hissing) What are you doing? Let her go!
SIDNEY	She isn't the One. My mother gave me that ring and told me I had to give it to the One. She isn't the One. The applause is still going strong. TV Cameras move in on Sophie as she starts to struggle, her smile slipping. Sidney tries to pull the ring free from her finger. Officials move in.
ELEANOR JOHNSON	What the fuck are you doing?
SIDNEY	Just...Will you...I don't want to be on the inside. I don't want to be at the Party. I don't want to have have sex with you. (Beat) I
MRS KOWLASKI	Soddom and Gomarrah.
ON TV	Sophie kicks out at Sidney, ripping her dress in the process.
INGRID	Oh God no...not the Versace... Security pile on Sidney...
TICKET CLERK	The next available flight is ten am sir. Gets you into New York six thirty PM. Sidney sighs.
SIDNEY	Stop the car!
SIDNEY	How's the novel?
ALISON	Finished.
